instant,date,season,year,month,holiday,weekday,workingday,weather_condition,temp,atemp,humidity,windspeed,casual,registered,count,hour
2,2011-01-02,Spring,2011,Jan,Not Holiday,Sun,Holiday,Mist + Cloudy,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,22
2,2011-01-02,Spring,2011,Jan,Not Holiday,Sun,Holiday,Mist + Cloudy,14.902598000000001,17.686950000000003,69.6087,16.652113,131,670,801,23
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,0
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,1
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,4
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,5
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,6
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,7
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,8
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,9
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,10
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,11
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,12
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,13
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,14
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,15
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,16
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,17
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,18
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,19
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,20
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,21
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,22
3,2011-01-03,Spring,2011,Jan,Not Holiday,Mon,Working Day,Clear,8.050924,9.47025,43.7273,16.636703,120,1229,1349,23
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,0
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,1
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,2
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,4
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,5
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,6
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,7
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,8
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,9
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,10
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,11
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,12
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,13
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,14
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,15
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,16
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,17
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,18
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,19
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,20
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,21
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,22
4,2011-01-04,Spring,2011,Jan,Not Holiday,Tue,Working Day,Clear,8.200000000000001,10.6061,59.0435,10.739832,108,1454,1562,23
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,0
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,1
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,2
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,4
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,5
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,6
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,7
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,8
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,9
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,10
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,11
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,12
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,13
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,14
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,15
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,16
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,17
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,18
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,19
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,20
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,21
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,22
5,2011-01-05,Spring,2011,Jan,Not Holiday,Wed,Working Day,Clear,9.305237,11.4635,43.695699999999995,12.522300000000001,82,1518,1600,23
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,0
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,1
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,2
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,4
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,5
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,6
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,7
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,8
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,9
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,10
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,11
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,12
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,13
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,14
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,15
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,16
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,17
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,18
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,19
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,20
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,21
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,22
6,2011-01-06,Spring,2011,Jan,Not Holiday,Thu,Working Day,Clear,8.378268,11.66045,51.8261,6.0008684,88,1518,1606,23
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,0
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,1
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,2
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,4
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,5
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,6
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,7
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,8
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,9
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,10
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,11
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,12
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,13
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,14
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,15
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,16
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,17
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,18
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,19
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,20
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,21
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,22
7,2011-01-07,Spring,2011,Jan,Not Holiday,Fri,Working Day,Mist + Cloudy,8.057402,10.44195,49.8696,11.304642,148,1362,1510,23
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,0
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,1
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,2
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,3
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,4
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,5
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,6
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,7
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,8
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,9
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,10
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,11
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,12
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,13
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,14
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,15
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,16
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,17
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,18
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,19
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,20
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,21
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,22
8,2011-01-08,Spring,2011,Jan,Not Holiday,Sat,Holiday,Mist + Cloudy,6.765000000000001,8.1127,53.5833,17.875868,68,891,959,23
